danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.736,0.751,8,-5.588,1,0.034,0.0381,0.105,0.839,150.064,3.495366667,4,9,
0.8,0.56,5,-4.818,0,0.261,0.057,0.134,0.45,163.071,200221,4,9,
0.703,0.715,6,-6.086,0,0.284,0.355,0.109,0.945,98.006,243437,4,5,
0.747,0.58,11,-5.763,1,0.0275,0.159,0.131,0.796,122.951,183857,3,2,
0.672,0.717,5,-7.476,1,0.226,0.103,0.398,0.473,157.905,3.006333333,4,9,
0.663,0.823,11,-10.912,0,0.0413,0.353,0.115,0.581,119.999,288587,4,10,
0.304,0.0573,5,-21.785,1,0.0451,0.974,0.09,0.523,59.714,5.898216667,4,7,
0.547,0.82,8,-6.728,1,0.0805,0.261,0.3,0.933,118.208,172867,4,10,
0.658,0.339,10,-11.831,1,0.0459,0.473,0.115,0.357,90.013,282692,4,9,
0.438,0.263,9,-9.017,1,0.0346,0.924,0.101,0.452,82.449,168482,4,10,
0.469,0.827,9,-4.363,0,0.0343,0.000307,0.189,0.698,154.908,182029,4,6,
0.724,0.374,5,-10.426,1,0.0297,0.0878,0.105,0.545,92.568,163880,4,6,
0.356,0.613,,-6.926,1,0.0287,0.148,0.129,0.511,89.699,237360,4,1,
0.684,0.556,2,-12.212,1,0.0429,0.0336,0.151,0.654,116.269,214707,4,2,
0.605,0.574,11,-9.382,0,0.0447,0.245,0.474,0.726,128.074,251489,4,5,
0.484,0.862,11,-6.39,0,0.0278,0.0061,0.547,0.565,106.922,294800,3,6,
0.828,0.518,8,-9.244,1,0.0811,0.0481,0.107,0.292,100.952,175870,4,9,
0.252,0.8,,-4.845,1,0.0368,0.12,0.118,0.29,139.361,335333,4,6,
0.545,0.78,5,-4.975,0,0.0896,0.00753,0.0817,0.477,126.014,220129,4,1,
0.502,0.9,,-1.516,1,0.0418,0.0166,0.225,0.704,98.922,196773,4,10,
0.646,0.272,2,-13.817,1,0.0297,0.458,0.132,0.457,102.006,259400,4,10,
0.572,0.623,8,-4.828,1,0.176,0.0544,0.0865,0.594,185.812,149469,4,9,
0.457,0.926,,-5.461,1,0.038,0.000487,0.0949,0.41,93.964,202027,4,10,
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0627,0.552,100.008,213107,4,9,
0.59,0.742,8,-12.486,1,0.0328,0.00455,0.114,0.662,118.04,270933,4,8,
0.497,0.357,2,-9.796,0,0.0306,0.616,0.319,0.306,101.276,260147,4,10,
0.477,0.67,1,-6.162,1,0.0292,0.000183,0.135,0.323,106.105,244845,4,2,
0.405,0.844,6,-6.882,1,0.0737,0.000259,0.123,0.0654,119.995,345533,4,8,
0.66,0.485,2,-8.101,1,0.0258,0.244,0.0585,0.828,99.828,302520,4,6,
0.479,0.846,2,-2.944,1,0.0338,0.0242,0.132,0.527,151.968,3.556666667,4,9,
0.937,0.797,2,-4.768,0,0.206,0.0733,0.147,0.64,120.001,194000,4,5,
0.525,0.62,1,-6.939,1,0.0358,0.359,0.142,0.324,120.062,123039,4,6,
0.55,0.631,,-11.493,1,0.0385,0.000898,0.0503,0.908,114.553,229027,4,6,
0.495,0.219,2,-16.671,0,0.0332,0.834,0.154,0.554,116.639,199267,5,10,
0.765,0.871,1,-7.523,0,0.0536,0.07,0.125,0.505,119.989,256467,4,6,
0.405,0.689,10,-5.75,1,0.0365,0.0843,0.207,0.397,155.189,191560,4,10,
0.505,0.839,11,-4.966,0,0.0569,0.0111,0.211,0.326,139.961,259520,4,1,
0.184,0.964,7,-4.995,1,0.161,0.000037,0.208,0.145,71.802,308857,5,8,
0.486,0.675,3,-6.345,1,0.0353,0.466,0.97,0.417,129.08,3.312666667,4,9,
0.752,0.315,5,-7.459,1,0.0323,0.675,0.129,0.524,109.614,303800,4,10,
0.665,0.69,7,-7.275,1,0.0369,0.0325,0.116,0.454,120.032,219933,4,6,
0.517,0.711,6,-5.84,0,0.0627,0.000763,0.568,0.582,108.846,211336,4,6,
0.58,0.571,9,-9.116,1,0.0321,0.378,0.358,0.818,128.15,248013,4,6,
0.491,0.931,7,-7.372,1,0.0566,0.000749,0.106,0.552,111.623,230507,4,10,
0.64,0.614,8,-7.428,0,0.0271,0.0161,0.0951,0.826,94.001,201525,4,10,
0.795,0.117,11,-10.155,0,0.0375,0.972,0.0878,0.125,110.978,235479,4,6,
0.471,0.349,8,-16.633,1,0.0656,0.975,0.286,0.358,147.193,394400,4,6,
0.395,0.701,2,-4.128,1,0.0804,0.381,0.116,0.852,200.991,232600,4,2,
0.352,0.483,9,-9.116,1,0.0542,0.136,0.112,0.362,164.016,3.258816667,4,0,
0.223,0.992,7,-5.847,1,0.146,0.00000161,0.357,0.103,141.117,258691,4,8,
0.674,0.771,7,-5.612,1,0.0246,0.28,0.133,0.718,109.618,333720,4,10,
0.502,0.758,3,-9.76,1,0.0407,0.00915,0.284,0.729,112.499,213693,4,10,
0.488,0.792,1,-7.406,1,0.105,0.0439,0.616,0.718,175.172,296027,4,5,
0.641,0.677,7,-9.002,0,0.0462,0.0813,0.111,0.0708,122.992,347413,4,1,
0.506,0.9,8,-5.137,1,0.0414,0.000656,0.467,0.348,150.009,232367,4,10,
0.817,0.552,8,-10.8,0,0.386,0.032,0.826,0.808,102.011,291067,4,5,
0.37,0.626,9,-8.489,1,0.16,0.848,0.547,0.961,181.77,4.047783333,3,3,
0.59,0.141,,-15.304,1,0.0347,0.907,0.0935,0.157,120.224,1.7255,4,7,
0.523,0.598,10,-9.364,0,0.0265,0.0225,0.301,0.522,76.713,155581,4,6,
0.319,0.866,2,-4.722,0,0.0359,0.00000142,0.155,0.554,109.626,252693,4,10,
0.269,0.895,9,-6.382,1,0.118,0.083,0.153,0.16,168.479,299507,4,10,
0.354,0.523,10,-5.938,1,0.0269,0.514,0.139,0.179,176.688,203616,3,10,
0.857,0.404,5,-10.669,1,0.0444,0.573,0.0958,0.302,105.068,211627,4,10,
0.846,0.543,11,-8.865,0,0.0404,0.579,0.134,0.606,117.372,191640,4,10,
0.774,0.497,11,-13.448,1,0.0293,0.279,0.119,0.768,115.994,177400,4,10,
0.489,0.866,10,-7.433,1,0.0933,0.753,0.876,0.416,138.63,268560,4,10,
0.585,0.567,2,-8.35,1,0.0263,0.247,0.102,0.564,106.127,243560,4,10,
0.202,0.827,7,-5.838,0,0.0892,0.00148,0.0781,0.363,153.247,231221,3,8,
0.728,0.623,2,-8.066,1,0.305,0.0391,0.214,0.805,145.973,171781,4,5,
0.369,0.792,11,-4.591,1,0.0494,0.0000552,0.109,0.391,178.193,221747,4,10,
0.336,0.739,,-5.394,0,0.0481,0.0325,0.137,0.578,169.932,203653,4,2,
0.722,0.757,9,-4.451,1,0.0267,0.0747,0.221,0.938,109.993,3.289333333,4,9,
0.588,0.162,3,-15.891,1,0.0334,0.911,0.107,0.401,86.967,188545,4,6,
0.26,0.929,,-5.841,1,0.143,0.343,0.139,0.358,81.971,225267,4,2,
0.21,0.621,1,-3.374,0,0.043,0.0188,0.173,0.0992,119.64,263928,4,8,
0.415,0.407,1,-5.505,0,0.0379,0.0397,0.108,0.219,75.525,188550,4,1,
0.593,0.85,1,-4.127,0,0.0276,0.0192,0.347,0.588,116.008,223453,4,10,
0.624,0.247,1,-10.32,1,0.0419,0.861,0.198,0.345,95.63,251387,4,9,
0.37,0.895,11,-5.501,1,0.0902,0.00811,0.0993,0.268,140.818,250267,4,10,
0.618,0.748,,-8.905,1,0.358,0.0384,0.0473,0.663,134.114,191947,4,10,
0.482,0.27,7,-15.922,1,0.0268,0.573,0.123,0.0762,139.979,230500,4,6,
0.587,0.639,6,-6.883,0,0.0769,0.0924,0.269,0.258,94.927,174082,4,9,
0.105,0.756,7,-8.151,0,0.0695,0.000585,0.42,0.0381,155.697,390427,4,8,
0.59,0.108,11,-14.382,1,0.0291,0.935,0.113,0.336,86.294,3.257783333,4,0,
0.385,0.979,3,-3.436,1,0.109,0.000934,0.282,0.25,154.977,209213,4,1,
0.301,0.212,6,-14.013,1,0.0405,0.962,0.113,0.336,181.378,4.6042,4,0,
0.349,0.927,,-3.089,0,0.0844,0.000609,0.143,0.0934,159.998,246016,4,8,
0.67,0.597,11,-9.85,0,0.0362,0.355,0.328,0.778,131.036,176000,4,9,
0.634,0.514,10,-10.115,1,0.0836,0.189,0.123,0.639,99.979,173600,4,9,
0.308,0.984,1,-3.031,0,0.119,0.0000393,0.0777,0.0714,105.91,201000,4,8,
0.668,0.661,2,-5.694,0,0.0496,0.000897,0.201,0.361,118.696,199013,4,9,
0.446,0.241,2,-12.103,1,0.031,0.596,0.131,0.118,124.355,3.97733333,4,0,
0.398,0.57,4,-7.068,1,0.034,0.056,0.0606,0.234,140.974,304213,4,10,
0.557,0.69,1,-5.465,1,0.0251,0.122,0.0959,0.144,103.924,193924,4,6,
0.42,0.276,5,-16.211,1,0.0305,0.793,0.292,0.505,208.589,194227,4,6,
0.597,0.713,6,-8.087,0,0.0336,0.121,0.282,0.77,95.696,189718,4,2,
0.539,0.811,1,-11.224,0,0.0886,0.0616,0.0644,0.553,133.829,176600,4,10,
0.835,0.959,4,-7.56,0,0.198,0.519,0.652,0.507,93.749,7.697333333,4,3,
0.678,0.296,5,-11.525,1,0.0299,0.797,0.113,0.245,111.018,238296,4,10,
0.66,0.578,7,-5.27,1,0.0301,0.0248,0.119,0.587,110.976,179884,4,1,
0.631,0.571,2,-12.135,1,0.0637,0.864,0.347,0.822,117.187,4.407783333,4,3,
0.537,0.573,1,-9.106,1,0.0369,0.568,0.062,0.615,105.795,2.907783333,4,4,
0.685,0.59,,-7.101,0,0.0481,0.000228,0.0862,0.513,140.076,233143,4,5,
0.6,0.826,1,-5.367,1,0.065,0.0132,0.0896,0.445,106.985,236487,4,6,
0.408,0.947,4,-3.522,1,0.0532,0.00108,0.168,0.306,101.053,262533,4,8,
0.619,0.939,1,-6.787,1,0.0397,0.0173,0.327,0.677,115.164,286320,4,10,
0.502,0.526,11,-7.78,1,0.0666,0.735,0.294,0.464,179.69,203498,4,6,
0.629,0.0192,4,-19.952,1,0.0833,0.989,0.106,0.335,169.254,188160,4,2,
0.382,0.909,6,-7.644,1,0.0985,0.000109,0.172,0.446,88.642,141227,4,6,
0.273,0.42,7,-8.161,1,0.0394,0.19,0.169,0.137,72.522,227000,4,6,
0.679,0.246,2,-13.997,1,0.0423,0.91,0.0765,0.216,115.114,238880,4,6,
0.325,0.865,8,-4.592,1,0.0507,0.000111,0.196,0.254,177.887,208974,4,10,
0.314,0.756,6,-5.875,1,0.0632,0.00025,0.288,0.926,94.835,198205,4,10,
0.532,0.9,8,-4.997,1,0.0652,0.0134,0.231,0.339,141.944,177562,4,8,
0.444,0.911,11,-6.117,0,0.0398,0.0139,0.0868,0.556,106.437,282507,4,8,
0.613,0.953,2,-3.435,1,0.0855,0.00148,0.152,0.537,105.046,213800,4,6,
0.645,0.705,1,-5.008,1,0.299,0.000813,0.128,0.376,137.133,229670,4,5,
0.781,0.746,5,-6.327,0,0.38,0.503,0.106,0.858,95.73,156709,4,9,
0.754,0.558,11,-10.605,0,0.3,0.0002,0.0466,0.678,204.065,324000,4,5,
0.33,0.963,4,-1.163,0,0.0678,0.00000135,0.194,0.593,160.004,261360,4,1,
0.845,0.517,1,-9.35,1,0.31,0.202,0.134,0.641,117.929,206400,4,5,
0.365,0.701,7,-9.914,0,0.0575,0.000405,0.196,0.558,93.477,442581,3,10,
0.359,0.981,7,-3.622,0,0.303,0.00125,0.284,0.271,178.98,4.71088333,4,10,
0.289,0.934,1,-6.085,1,0.157,0.000121,0.086,0.347,173.872,187840,4,8,
0.469,0.437,4,-11.948,0,0.0298,0.487,0.112,0.567,151.967,223067,4,2,
0.404,0.72,10,-9.18,0,0.0623,0.0000559,0.0466,0.475,121.864,258467,4,6,
0.5,0.862,4,-7.412,0,0.0397,0.0322,0.0765,0.917,190.086,248611,4,10,
0.847,0.689,1,-9.104,1,0.203,0.038,0.108,0.61,92.082,256000,4,5,
0.692,0.236,7,-7.726,1,0.0655,0.981,0.678,0.789,142.213,3.885283333,4,3,
0.601,0.52,,-12.806,1,0.0322,0.476,0.0854,0.599,121.013,196808,5,1,
0.512,0.669,7,-3.751,1,0.0339,0.427,0.0917,0.393,120.219,290640,3,10,
0.524,0.654,9,-9.047,1,0.037,0.0000895,0.1,0.333,118.014,256720,4,10,
0.849,0.423,5,-12.877,0,0.11,0.763,0.278,0.414,136.143,137647,4,9,
0.642,0.688,10,-6.38,1,0.0292,0.319,0.119,0.874,98.06,3.067333333,4,0,
0.761,0.518,,-8.871,1,0.134,0.244,0.107,0.522,133.976,261493,4,5,
0.385,0.972,3,-3.816,0,0.0648,0.000193,0.302,0.398,141.041,186635,4,10,
0.453,0.689,7,-5.952,1,0.0414,0.0701,0.149,0.477,145.762,174120,4,9,
0.387,0.945,10,-2.803,1,0.0705,0.0000388,0.174,0.674,151.945,176413,4,10,
0.748,0.641,6,-6.485,0,0.0708,0.478,0.114,0.829,100.063,226097,4,5,
0.92,0.861,7,-5.435,1,0.218,0.211,0.0288,0.718,97.969,211400,4,5,
0.501,0.813,11,-8.192,1,0.0639,0.0455,0.131,0.495,136.59,138707,4,6,
0.738,0.683,4,-5.099,0,0.0622,0.0485,0.0692,0.802,97.484,240093,4,10,
0.417,0.914,4,-5.008,0,0.0639,0.00000848,0.226,0.422,83.98,223773,4,8,
0.821,0.64,5,-8.357,1,0.288,0.0698,0.12,0.357,150.091,188000,4,5,
0.605,0.722,11,-5.852,1,0.0517,0.47,0.104,0.961,124.711,175053,4,6,
0.549,0.125,3,-18.696,1,0.0463,0.962,0.11,0.163,121.251,2.498666667,4,7,
0.457,0.764,5,-6.419,0,0.193,0.0258,0.0721,0.61,129.514,132371,5,9,
0.613,0.953,6,-4.936,1,0.153,0.00018,0.116,0.213,119.976,192560,4,8,
0.668,0.739,4,-4.919,1,0.0308,0.0383,0.13,0.571,131.918,231467,4,10,
0.672,0.755,7,-9.769,1,0.302,0.215,0.0612,0.418,143.989,253333,4,5,
0.546,0.537,2,-7.44,1,0.0268,0.000135,0.125,0.0923,109.908,4.93711667,4,10,
0.285,0.538,5,-5.818,1,0.0345,0.608,0.403,0.491,83.739,4.48165,3,3,
0.604,0.7,1,-6.017,1,0.124,0.156,0.129,0.462,91.867,188451,4,5,
0.685,0.697,7,-5.511,1,0.067,0.166,0.129,0.65,86.019,142667,4,10,
0.748,0.268,11,-9.687,1,0.0299,0.839,0.126,0.193,118.017,4.286,4,0,
0.625,0.85,4,-3.904,1,0.0495,0.346,0.174,0.633,94.661,241667,4,9,
0.509,0.251,11,-14.152,1,0.0358,0.9,0.105,0.114,121.86,235707,4,6,
0.434,0.213,5,-17.591,1,0.0357,0.927,0.108,0.193,91.755,3.099083333,4,7,
0.603,0.865,8,-3.02,0,0.0383,0.00986,0.109,0.546,122.984,210907,4,10,
0.788,0.764,6,-4.94,0,0.0476,0.476,0.169,0.903,122.414,4.17,4,9,
0.485,0.307,1,-13.129,1,0.0565,0.663,0.123,0.132,80.171,4.3,4,0,
0.496,0.749,,-6.345,1,0.0294,0.362,0.115,0.787,78.968,191040,4,1,
0.442,0.855,6,-2.985,0,0.0288,0.00049,0.273,0.363,175.543,243640,4,10,
0.322,0.205,,-16.208,1,0.032,0.128,0.0776,0.432,121.824,216333,3,10,
0.64,0.651,4,-14.981,0,0.0517,0.142,0.0341,0.801,111.676,271573,4,1,
0.581,0.933,10,-6.315,0,0.0426,0.000311,0.0704,0.546,130,298411,4,1,
0.736,0.51,6,-7.767,0,0.0782,0.171,0.113,0.408,97.01,183812,4,1,
0.502,0.504,1,-7.497,1,0.0275,0.102,0.282,0.866,170.438,170773,4,10,
0.658,0.733,10,-8.018,0,0.127,0.44,0.21,0.687,179.901,154401,4,2,
0.36,0.209,2,-12.289,1,0.0322,0.77,0.129,0.213,75.349,3.61245,4,0,
0.69,0.21,9,-8.531,1,0.0718,0.763,0.325,0.49,68.851,216453,4,2,
0.331,0.885,9,-6.606,1,0.0924,0.205,0.123,0.589,175.294,236960,4,1,
0.535,0.153,9,-14.438,0,0.0285,0.88,0.0821,0.297,110.031,4.596683333,4,0,
0.496,0.805,2,-15.32,1,0.0412,0.00136,0.75,0.766,158.087,170886,4,6,
0.664,0.655,10,-7.327,0,0.0461,0.059,0.17,0.13,129.987,217609,4,5,
0.73,0.388,,-9.511,1,0.051,0.514,0.0735,0.279,105.716,350267,3,10,
0.324,0.925,7,-3.213,1,0.206,0.0797,0.0849,0.672,197.662,236427,4,10,
0.626,0.56,,-5.82,0,0.0288,0.148,0.109,0.229,93.989,4.06675,4,9,
0.505,0.369,3,-10.369,1,0.147,0.947,0.163,0.548,160.283,2.979783333,5,3,
0.401,0.567,10,-9.131,1,0.0355,0.171,0.103,0.362,171.059,217973,3,10,
0.415,0.172,2,-10.192,1,0.0287,0.202,0.115,0.157,98.158,348480,3,10,
0.745,0.653,6,-7.511,0,0.074,0.0889,0.104,0.68,90.006,193280,4,10,
0.432,0.751,,-5.124,1,0.0423,0.0134,0.126,0.776,171.85,235360,4,10,
0.551,0.918,1,-5.205,1,0.0642,0.015,0.093,0.6,170.399,231720,4,8,
0.733,0.903,8,-6.019,1,0.0627,0.00592,0.0803,0.728,124.992,205497,4,9,
0.262,0.471,7,-7.795,1,0.0331,0.824,0.109,0.27,170.356,6.357333333,4,0,
0.682,0.41,5,-12.165,0,0.0279,0.174,0.123,0.371,94.987,198893,4,6,
0.554,0.167,8,-11.794,0,0.0275,0.786,0.117,0.25,67.913,264360,4,10,
0.466,0.77,6,-5.852,0,0.0322,0.00596,0.202,0.475,140.233,122878,4,6,
0.507,0.452,7,-6.8,1,0.0269,0.359,0.109,0.322,81.632,229920,3,10,
0.448,0.589,9,-8.276,1,0.0263,0.000617,0.212,0.0401,100.019,203993,4,6,
0.594,0.672,10,-5.849,0,0.126,0.436,0.26,0.221,120.816,163741,4,5,
0.261,0.692,8,-14.388,1,0.0564,0.0846,0.911,0.497,144.566,293867,4,10,
0.712,0.673,1,-8.295,1,0.0643,0.0206,0.327,0.389,121.008,230840,4,6,
0.896,0.528,,-5.981,0,0.0849,0.114,0.773,0.312,104.991,237714,4,9,
0.274,0.984,7,-3.378,1,0.29,0.00155,0.314,0.359,169.235,168824,4,1,
0.825,0.546,6,-9.518,0,0.386,0.321,0.068,0.866,148.246,221933,4,5,
0.614,0.817,4,-4.588,0,0.144,0.0379,0.146,0.842,81.009,158429,4,10,
0.629,0.662,1,-5.395,0,0.0439,0.0212,0.16,0.463,120.028,168200,4,9,
0.42,0.813,9,-5.118,1,0.0313,0.000318,0.211,0.512,89.968,270665,4,10,
0.492,0.567,5,-6.159,1,0.0327,0.000114,0.358,0.245,111.01,323373,4,6,
0.563,0.26,9,-10.837,1,0.0458,0.633,0.0888,0.115,116.912,316533,3,2,
0.308,0.883,6,-7.931,1,0.171,0.00185,0.214,0.255,111.604,216467,4,6,
0.645,0.764,2,-6.392,1,0.409,0.271,0.563,0.76,174.085,230333,4,9,
0.55,0.877,7,-5.41,1,0.0691,0.121,0.109,0.6,152.038,231907,4,10,
0.534,0.543,3,-6.857,1,0.0245,0.579,0.112,0.418,78.996,3.851116667,4,9,
0.616,0.33,7,-12.076,0,0.0469,0.582,0.122,0.571,143.57,6.469333333,4,7,
0.573,0.901,,-4.924,0,0.0434,0.405,0.307,0.794,98.454,202627,4,9,
0.529,0.357,4,-10.937,1,0.029,0.0266,0.107,0.221,94.944,204318,4,6,
0.625,0.728,9,-8.276,1,0.0263,0.0553,0.129,0.868,110.005,221389,4,1,
0.443,0.959,11,-7.182,0,0.0586,0.00000508,0.105,0.514,100.017,238200,4,10,
0.452,0.887,9,-5.791,1,0.0427,0.000156,0.187,0.409,142.054,194625,4,10,
0.326,0.886,1,-5.677,1,0.165,0.0132,0.125,0.395,103.686,244745,4,10,
0.694,0.78,9,-6.844,1,0.0728,0.00184,0.222,0.621,130.058,168555,4,10,
0.532,0.663,,-5.886,0,0.0292,0.425,0.0734,0.756,75.14,159347,4,10,
0.671,0.217,3,-11.186,1,0.0587,0.493,0.0974,0.411,117.815,360307,3,2,
0.645,0.792,4,-7.34,0,0.036,0.0562,0.119,0.666,90.565,232453,4,10,
0.421,0.661,9,-13.126,1,0.0433,0.414,0.0962,0.554,100.965,341627,4,10,
0.522,0.872,2,-5.709,1,0.0579,0.000236,0.743,0.292,128.126,211875,4,10,
0.537,0.502,4,-13.158,1,0.0296,0.747,0.0911,0.349,149.893,6.282616667,4,0,
0.446,0.734,4,-8.907,0,0.0561,0.00211,0.741,0.128,120.085,395133,4,8,
0.737,0.929,9,-3.374,0,0.0316,0.0562,0.0909,0.807,119.985,215911,4,2,
0.397,0.966,7,-4.957,0,0.133,0.000577,0.184,0.375,167.868,185871,4,10,
0.713,0.734,1,-5.843,1,0.0311,0.0724,0.112,0.598,99.986,206400,4,9,
0.495,0.191,5,-14.75,1,0.0404,0.918,0.119,0.219,102.495,2.038166667,4,7,
0.527,0.871,4,-8.708,1,0.0354,0.0229,0.419,0.107,120.722,188560,4,6,
0.527,0.906,8,-4.741,1,0.0557,0.0796,0.103,0.686,80.921,263707,4,2,
0.462,0.981,2,-2.371,0,0.127,0.00166,0.0856,0.547,154.995,194573,4,10,
0.685,0.61,,-5.221,0,0.0439,0.323,0.102,0.323,94.384,186467,3,9,
0.807,0.541,4,-7.307,0,0.169,0.39,0.383,0.447,95.024,214536,4,5,
0.375,0.636,7,-5.973,0,0.0273,0.174,0.236,0.493,148.101,3.098,4,0,
0.545,0.64,4,-9.937,0,0.224,0.00249,0.196,0.606,80.544,230480,4,2,
0.439,0.971,11,-5.855,0,0.177,0.0148,0.255,0.24,118.369,163880,4,6,
0.58,0.788,2,-4.714,1,0.259,0.0123,0.368,0.72,148.992,182426,4,10,
0.669,0.516,,-10.024,0,0.0397,0.354,0.0576,0.381,126.979,190332,4,6,
0.595,0.489,7,-6.66,1,0.0271,0.497,0.119,0.0902,120.315,269973,4,10,
0.648,0.791,9,-5.295,0,0.038,0.000216,0.0208,0.72,115.978,209720,4,10,
0.91,0.711,11,-5.589,0,0.0564,0.0245,0.0829,0.631,108.045,197215,4,9,
0.754,0.759,9,-5.218,1,0.302,0.153,0.101,0.435,126.366,214667,4,8,
0.7,0.932,7,-6.926,1,0.0349,0.208,0.335,0.811,109.929,207907,4,9,
0.742,0.942,5,-2.983,0,0.034,0.299,0.537,0.958,122.061,269880,4,6,
0.296,0.924,,-7.266,1,0.109,0.0152,0.927,0.597,150.393,215540,4,2,
0.679,0.715,9,-6.383,1,0.0407,0.0755,0.271,0.571,127.435,214148,4,10,
0.804,0.558,6,-6.314,0,0.303,0.00684,0.12,0.477,87.528,182513,4,5,
0.271,0.933,9,-4.544,1,0.121,0.00028,0.0784,0.0773,135.977,317191,4,8,
0.467,0.983,8,-4.13,1,0.159,0.0000117,0.342,0.301,130.017,231462,4,8,
0.62,0.734,1,-9.659,1,0.564,0.0353,0.336,0.197,172.063,211139,5,5,
0.175,0.945,6,-4.632,1,0.0832,0.000226,0.285,0.169,118.282,265440,4,8,
0.629,0.648,8,-14.063,1,0.0382,0.0203,0.299,0.691,104.014,187246,4,10,
0.746,0.978,9,-5.324,1,0.0978,0.0555,0.026,0.653,153.809,304227,4,5,
0.543,0.912,7,-10.71,1,0.0601,0.00162,0.0565,0.836,103.731,256733,4,10,
0.628,0.576,11,-4.694,0,0.0565,0.212,0.315,0.693,92.01,227680,4,2,
0.568,0.62,3,-4.776,0,0.0282,0.488,0.109,0.197,126.06,235933,4,9,
0.623,0.852,6,-8.573,0,0.0446,0.0241,0.297,0.341,128.984,316304,4,6,
0.89,0.505,11,-3.106,0,0.0481,0.00373,0.0474,0.94,119.011,174402,4,6,
0.587,0.767,,-5.713,1,0.0449,0.225,0.112,0.664,100.38,201707,4,10,
0.46,0.215,5,-16.813,0,0.0291,0.914,0.125,0.198,96.269,4.095233333,4,7,
0.42,0.985,6,-4.362,1,0.109,0.0000474,0.277,0.506,111.566,190245,4,10,
0.545,0.964,,-3.439,1,0.0378,0.0248,0.19,0.719,94.053,207229,4,10,
0.291,0.746,9,-5.459,0,0.0412,0.00192,0.168,0.429,177.503,232088,4,2,
0.606,0.679,2,-7.445,1,0.0321,0.0151,0.0962,0.707,122.016,177768,4,1,
0.599,0.914,4,-4.926,0,0.0662,0.00246,0.21,0.587,100.044,179685,4,9,
0.455,0.758,,-11.361,1,0.0454,0.223,0.0986,0.54,141.304,294000,4,10,
0.596,0.308,1,-17.814,1,0.0495,0.977,0.108,0.834,183.398,174472,4,2,
0.535,0.257,4,-9.224,1,0.0317,0.608,0.108,0.105,143.943,212266,3,2,
0.552,0.343,2,-11.082,1,0.0375,0.12,0.087,0.0375,119.961,331213,3,8,
0.571,0.901,3,-9.152,1,0.0568,0.0457,0.0753,0.645,137.317,221747,4,10,
0.208,0.0314,10,-26.419,1,0.0466,0.994,0.103,0.0694,96.712,3.485116667,4,7,
0.286,0.882,7,-2.362,1,0.039,0.00435,0.107,0.0438,139.584,183214,4,10,
0.435,0.951,8,-7.475,1,0.0576,0.00000524,0.0952,0.203,135.034,282043,4,8,
0.6,0.736,9,-7.745,1,0.0362,0.00447,0.353,0.48,121.933,171639,4,6,
0.328,0.903,11,-9.951,0,0.0511,0.0000403,0.0918,0.408,126.157,340870,4,8,
0.388,0.947,10,-4.367,1,0.0642,0.000221,0.358,0.193,142.013,276560,4,8,
0.709,0.631,7,-10.065,0,0.0546,0.19,0.141,0.379,121.994,287143,4,9,
0.441,0.941,4,-5.878,1,0.12,0.0111,0.111,0.122,94.471,456467,4,8,
0.365,0.978,9,-6.314,1,0.0698,0.00016,0.206,0.108,101.886,301053,4,8,
0.685,0.94,2,-2.713,1,0.0867,0.112,0.276,0.58,140.001,227987,4,10,
0.523,0.0989,,-17.411,0,0.0577,0.975,0.108,0.419,87.35,4.153333333,4,7,
0.325,0.201,6,-11.595,0,0.0282,0.758,0.0977,0.172,81.869,3.73155,4,0,
0.453,0.554,11,-11.327,0,0.0832,0.925,0.667,0.939,99.11,4.364216667,4,3,
0.656,0.399,2,-6.617,1,0.0283,0.758,0.172,0.238,142.098,3.950866667,4,3,
0.219,0.968,6,-4.233,1,0.107,0.0000254,0.333,0.0383,129.927,328800,4,8,
0.481,0.956,1,-4.557,0,0.0394,0.00465,0.285,0.57,160.015,217707,4,6,
0.672,0.839,2,-6.196,1,0.0275,0.149,0.335,0.74,111.007,187424,4,10,
0.457,0.804,6,-4.756,0,0.0362,0.000206,0.197,0.523,155.022,171033,4,1,
0.306,0.647,,-9.969,1,0.0316,0.0768,0.366,0.321,148.087,384467,3,10,
0.378,0.611,9,-6.396,1,0.0335,0.000928,0.11,0.159,139.9,268800,4,10,
0.591,0.42,10,-6.986,1,0.0317,0.0146,0.101,0.52,129.918,197783,4,2,
0.533,0.839,6,-9.474,0,0.0599,0.0779,0.224,0.778,139.949,386553,4,8,
0.597,0.494,3,-8.718,1,0.0341,0.331,0.0835,0.502,94.952,215213,4,9,
0.39,0.971,1,-3.669,1,0.152,0.0000264,0.193,0.518,180.054,228880,4,8,
0.618,0.82,11,-4.593,0,0.0577,0.000543,0.546,0.51,130.709,200640,4,10,
0.581,0.658,1,-7.537,1,0.028,0.00534,0.124,0.2,104.986,244691,4,6,
0.462,0.659,4,-7.343,1,0.0268,0.526,0.231,0.72,82.984,3.02925,4,0,
0.409,0.915,2,-7.205,1,0.0667,0.00444,0.342,0.409,138.143,283186,4,8,
0.479,0.754,7,-5.537,1,0.0292,0.000898,0.125,0.426,144.083,255133,4,10,
0.817,0.504,11,-5.882,0,0.0427,0.101,0.196,0.764,125.982,172143,4,9,
